Titre;Description;MotsClés;NomDuLieu;CodePostal;Ville;Région;Département;TypeEvénement;AgeMinimum;AgeMaximum;ConditionsDeParticipation
Soirée jeux;Première Nuit de la lecture à Sauxillanges. Des lectures et contes pour grands et petits vous seront proposés. Vous pourrez également participer à des jeux.;"lecture;conte;jeux";Bibliothèque de Sauxillanges;63490;Sauxillanges;Auvergne-Rhône-Alpes;Puy-de-Dôme;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Lectures en direct sur les ondes de Radio Alto;Radio Alto ouvre son studio et ses ondes à tout lecteur ou lectrice intéressé(e) par des lectures tout au long de la nuit.;"radio;lecture;musique";Radio Alto;73340;Lescheraines;Auvergne-Rhône-Alpes;Savoie;Autre (précisez dans le champ ci-dessous);;;Entrée libre
"Nuit fantastique à Angers - ""Enquête à la BU""";Enquête, buffet suivi d'une rencontre et concert !;"angers;bibliothèque;livre;lecture;auteur;rencontre;enquête;inzani;concert;musique;fantastique;Université;BU;UCO";Bibliothèque universitaire de l'Université catholique de l'Ouest;;Angers;Pays de la Loire;Maine-et-Loire;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Sur inscription
Un bonbon sur la langue;Jeu de lecture;jeu lecture;Médiathèque André Baudon;12340;Bozouls;Occitanie;Aveyron;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Conte musical : le Blues de la Grenouille;Comment les blessures narcissiques d’une petite grenouille peuvent générer un cataclysme écologique ?;"conte;blues;guitare;spectacle;enfants";Médiathèque Verneuil-sur-Seine;78480;Verneuil-sur-Seine;Île-de-France;Yvelines;Lecture / Conte;5;121;Sur inscription
Rencontre d'auteurs locaux;Rencontre et dédicace avec des auteurs locaux;"livre;auteur;partage;découverte;discussions;dédicaces;histoire;trains";Médiatheque de Givors;69700;Givors;Auvergne-Rhône-Alpes;Métropole de Lyon;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Une nuit à la plage;Pour faire un plongeon dans la lecture (à partir de 19h), salle des albums;"livre;jeunesse;Plage;Nuit;Transat;Sable;Piscine;enfants;famille";Médiatheque de Givors;69700;Givors;Auvergne-Rhône-Alpes;Métropole de Lyon;Lecture / Conte;;;Entrée libre
Atelier d'écriture;ATELIER D'ECRITURE;"Atelier;Ecriture;Marieke Hazard";Médiathèque Kalliopê;34480;Magalas;Occitanie;Hérault;Atelier;14;99;Sur inscription
Raconte-moi tes trésors…;Découverte originale des trésors de la bibliothèque;;Bibliothèques de Nancy - Bibliothèque Stanislas;54100;Nancy;Grand Est;Meurthe-et-Moselle;Lecture / Conte;;;Entrée libre
KODHJA - Lecture dessinée;Lecture dessinée.;"lecture;dessin;spectacle";Maison Pour Tous de Chadrac;43770;Chadrac;Auvergne-Rhône-Alpes;Haute-Loire;Lecture / Conte;8;99;Sur inscription
La Nuit de la Lecture à Amiens;Dédicace de David Périmony;"dedicaces;librairie independante;amiens;dessin;bande dessinée;perimony";Librairie Bulle en stock;80000;Amiens;Hauts-de-France;Somme;Rencontre d'auteur(s) et dédicace;;99;Entrée libre
Musique jusqu'au bout de la nuit : scène ouverte;Scène ouverte;;Médiathèque - Espace culturel Robert Hossein;59660;Merville;Hauts-de-France;Nord;Spectacle (danse, concert, performance, théâtre…);;;Sur inscription
Escape Game;13 séances pour cet escape game !;;Bibliothèque de Bischoffsheim;67870;Bischoffsheim;Grand Est;Bas-Rhin;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);9;99;Sur inscription
Blind Test;Trouvez les musiques de films policiers;;Médiathèque Josselmann de Rosheim;67560;Rosheim;Grand Est;Bas-Rhin;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);8;99;Entrée libre
Pause lecture spécial Polars;Le polar dans tous ses états;;Bibliothèque de Rosenwiller;67560;Rosenwiller;Grand Est;Bas-Rhin;Lecture / Conte;8;99;Entrée libre
Heure du conte en pyjama;La bibliothèque de Gondreville attend les enfants en pyjama pour écouter des histoires ...;"heure du conte;pyjama;numérique";Bibliothèque de Gondreville;54840;Gondreville;Grand Est;Meurthe-et-Moselle;Lecture / Conte;;;Entrée libre
Dédicace de roman;Dédicace par l'auteure à partir de 14h30;"dédicace;roman";Bibliothèque de Cologne;32430;Cologne;Occitanie;Gers;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Blindtest Vintage;Quiz musical;"quiz;musique;chansons;musiciens;jeu;convivialité";Bibliothèque de Sailly-sur-la-Lys;62840;Sailly-sur-la-Lys;Hauts-de-France;Pas-de-Calais;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Sur inscription
Enquête à la médiathèque;Enquête à la médiathèque;jeu d'enquête;Médiathèque Jacques Dupin;7000;Privas;Auvergne-Rhône-Alpes;Ardèche;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);9;121;Sur inscription
Atelier marque page musical;Un conte impliquant un instrument de musique;;Bibliothèque de Fleurbaix;62840;Fleurbaix;Hauts-de-France;Pas-de-Calais;Atelier;;;Entrée libre
Jam Intermède musical amateur;Improvisation musicale avec les volontaires;;Bibliothèque de Fleurbaix;62840;Fleurbaix;Hauts-de-France;Pas-de-Calais;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Concert;Venez profiter de la médiathèque jusqu'à 22h30 ! Concert, contes et lectures à voix haute, blind test animeront la soirée;;Médiathèque-Ludothèque René Goscinny;44980;Sainte-Luce-sur-Loire;Pays de la Loire;Loire-Atlantique;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Lecture de Sophie Divry, auteur en résidence;Lecture Sophie Divry;"Auteur(e);écrivain(e);lecture";Médiathèque de Tarentaize;42000;Saint-Étienne;Auvergne-Rhône-Alpes;Loire;Rencontre d'auteur(s) et dédicace;12;99;Entrée libre
Lecture théatralisée;"Cie les Jocondes ""Même pas peur""";lecture théâtralisée;Médiathèque le Grand Lieu;44118;La Chevrolière;Pays de la Loire;Loire-Atlantique;Lecture / Conte;;;Sur inscription
Lecture jeune public;Venez frissoner et vous tordre de rire en écoutant des histoires de loups...;;Médiathèque Jean-Loup Trassard;53100;Mayenne;Pays de la Loire;Mayenne;Lecture / Conte;4;99;Sur inscription
Buffet partagé;Sucré salé;;Médiathèque du Val d'Amour;39600;Port-Lesney;Bourgogne-Franche-Comté;Jura;Dégustation, buffet, collation…;;;Entrée libre
Soirée conte musical;Soirée conte musical ALI BABA;"conte musical;lecture;musique";Médiathèque municipale de Vermand;2490;Vermand;Hauts-de-France;Aisne;Lecture / Conte;2;99;Entrée libre
Rencontre et dédicace avec Julie Jodts, auteur;Dédicace et foire aux livres;"jodts;auteur";Lycée Edouard Branly;28100;Dreux;Centre-Val de Loire;Eure-et-Loir;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Time's up littéraire;Avec les principes du time's up, trouver les personnages tirés des romans, BD...;Jeu;Bibliothèque Arts et Métiers - Cluny;71250;Cluny;Bourgogne-Franche-Comté;Saône-et-Loire;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);19;99;Sur inscription
L'heure bleue / projections;Projection de films d'animation;"Film d'animation;Albums jeunesse;enfants;parents";Zadigozinc;34062;Montpellier;Occitanie;Hérault;Projection;6;99;Entrée libre
L'heure bleue / Lectures;Des histoires et des images pour petits et grands;"lectures;enfants;parents;pop-up";Zadigozinc;34062;Montpellier;Occitanie;Hérault;Lecture / Conte;;99;Entrée libre
Une nuit à la Filoche;C’est la Nuit de la lecture ! Les enfants : à vos pyjamas ! Munissez-vous devos oreillers, de vos lampes de poche et préparez-vous pour une expédition nocturne pleine d’histoires.;;La Filoche;54230;Neuves-Maisons;Grand Est;Meurthe-et-Moselle;Lecture / Conte;;99;Sur inscription
Du monde entier;Lectures bilingues;;Médiathèque Jean Falala;51100;Reims;Grand Est;Marne;Lecture / Conte;;;Entrée libre
Escape game (jeu d’évasion);"La boîte du chat de Schrödinger, un escape""cat"" game";;Médiathèque Jean Falala;51100;Reims;Grand Est;Marne;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);12;99;Entrée libre
Des ateliers passants sur le thème de la traversée - « Lectures-transat » avec l’association « Lire et faire lire »;Des ateliers en continu;animations ateliers buvette;Salle des fêtes de Fillinges;74250;Fillinges;Auvergne-Rhône-Alpes;Haute-Savoie;Atelier;2;99;Entrée libre
Des ateliers passants sur le thème de la traversée - Exposition des réalisations de l’année;Des ateliers en continu;animations ateliers buvette;Salle des fêtes de Fillinges;74250;Fillinges;Auvergne-Rhône-Alpes;Haute-Savoie;Exposition;2;99;Entrée libre
Mais c'est ? Bien sûr !;Blindtest autour des musiques de séries télévisées;;Médiathèque Jean Falala;51100;Reims;Grand Est;Marne;Concours;;;Entrée libre
Lecture étoilée;Lectures pour toute la famille;;La Petite Bibliothèque ronde;92140;Clamart;Île-de-France;Hauts-de-Seine;Lecture / Conte;;12;Entrée libre
Soirée jeux;Une soirée à la médiathèque, dédiée au plaisir de lire, de jouer et de partager;"jeux;dictée;kamishibai";Médiathèque de Montrouge;92120;Montrouge;Île-de-France;Hauts-de-Seine;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);3;99;Sur inscription
Lectures à voix haute par les élèves du Collège du Haut-Allier de Langeac;Je chanterai Gaïa, Mère de tous...;"Célébration de la nature;planète;poésie;catastrophes naturelles;urgence écologique;conte;écologie;haïkus;terre;lune;espace;êtres humains;arbres;forêt;vent;irruption volcanique";Médiathèque de Langeac;43300;Langeac;Auvergne-Rhône-Alpes;Haute-Loire;Lecture / Conte;;;Entrée libre
"Traversée : Rencontre avec l'auteur Louis- Philippe Dalembert pour le livre ""Mur Mediterranée""";"Une rencontre tout sur le thème de ""la traversée""";Rencontre avec un auteur;Salle des fêtes de Fillinges;74250;Fillinges;Auvergne-Rhône-Alpes;Haute-Savoie;Rencontre d'auteur(s) et dédicace;14;99;Entrée libre
Des spectacles de contes avec Rémy Boiron;La mythologie comme vous ne l'avez jamais entendue;Conte Spectacle pour enfants;Salle des fêtes de Fillinges;74250;Fillinges;Auvergne-Rhône-Alpes;Haute-Savoie;Lecture / Conte;7;99;Entrée libre
"Spectacle ""Les grands mythes"" de Rémy Boiron";Spectacle « Les grands mythes », de Rémy Boiron;Conte spectacle adulte;Salle des fêtes de Fillinges;74250;Fillinges;Auvergne-Rhône-Alpes;Haute-Savoie;Lecture / Conte;14;99;Entrée libre
Vente de livres et dédicaces;Nuit de la lecture à Saint-Cyr-sur-Morin;;Médiathèque au Moulin de Terwagne;77750;Saint-Cyr-sur-Morin;Île-de-France;Seine-et-Marne;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Concours d'écrits pour enfants et adultes;Concours d'écrits pour enfants et adultes : 3 prix par catégories piloté par un créateur de bande dessinées;;Médiathèque au Moulin de Terwagne;77750;Saint-Cyr-sur-Morin;Île-de-France;Seine-et-Marne;Concours;;;Entrée libre
Di Vin Sang;Une BD peinte à la main par Mauro Ceballos avec du vin rouge;"BD;VIN;RENCONTRE;CHILI;BORDEAUX";Institut des Sciences de la Vigne et du Vin (ISVV);33140;Villenave-d'Ornon;Nouvelle-Aquitaine;Gironde;Rencontre d'auteur(s) et dédicace;;;Sur inscription
"Lire Boris Vian ""C'EST BATH"" avec les comédiens d'Amira Culture";Incroyable Boris Vian - Lectures animées par Amira Culture et L'Eclectique;BORIS VIAN   LECTURE;Librairie l'Éclectique;;Saint-Maur-des-Fossés;Île-de-France;Val-de-Marne;Lecture / Conte;12;121;Entrée libre
Défier le temps : escape game;Mai 1908. H.G. Wells et Henri Poincaré se rencontrent secrètement à la manufacture des Tabacs. Leur but : y dissimuler la machine à voyager dans le temps qu’ils viennent d’inventer.;;Bibliothèques de Nancy - Médiathèque Manufacture;54000;Nancy;Grand Est;Meurthe-et-Moselle;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);11;99;Sur inscription
Escape library;60 minutes pour s’évader de la bibliothèque;;Bibliothèque des Champs Plaisants;89100;Sens;Bourgogne-Franche-Comté;Yonne;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);15;99;Sur inscription
Soirée contes;Héros ? Héroïne ? - Contes par René Wallior;contes;Bibliothèque municipale de Quessoy;22120;Quessoy;Bretagne;Côtes-d'Armor;Lecture / Conte;3;99;Entrée libre
Quatuor sur canapé;Lecture théâtralisée;;Médiathèque de Doué-la-Fontaine;49700;Doué-en-Anjou;Pays de la Loire;Maine-et-Loire;Lecture / Conte;;;Sur inscription
Contes en papier;Spectacle de contes en papier;Contes;Médiathèque de Puy-Saint-Martin;26450;Puy-Saint-Martin;Auvergne-Rhône-Alpes;Drôme;Lecture / Conte;3;99;Entrée libre
La Nuit de la lecture de la Compagnie Azimuts au château de Marbeaumont;Les ancients propritétaires du Château de Marbeaumont reviennent une soirée, le temps de vous faire découvrir leurs livres de chevet;"lecture;théâtre;spectacle jeune public;surprise";Médiathèque Jean Jeukens;55000;Bar-le-Duc;Grand Est;Meuse;Spectacle (danse, concert, performance, théâtre…);5;99;Entrée libre
Fresque à colorier;Il s'agît d'un partenariat entre la médiathèque et l'accueil de loisirs autour des temps de lecture et des temps d'animations;"lecture;animation;médiathèque;accueil de loisirs;livre";Médiathèque de l'Espace de l'Océan;56950;Crach;Bretagne;Morbihan;Atelier;;99;Entrée libre
"Spectacle ""Même pas peur !"" par Pierre Lombard";"Spectacle ""Même pas peur !"" à la Médiathèque de Ligny-en-Barrois, à l'occasion de la Nuit de la lecture. Un spectacle pour toute la famille !";"conte;spectacle;lecture;théâtre;jeune public";Médiathèque Jeanna Ancelet-Hustache;55500;Ligny-en-Barrois;Grand Est;Meuse;Lecture / Conte;3;10;Entrée libre
"""Le livre mystère""";A partir d'indices découvre le livre mystère caché au milieu des autres. Pour les 6 - 10 ans;;Bibliothèque Gérard Philipe;76580;Le Trait;Normandie;Seine-Maritime;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);6;10;Sur inscription
"""Les héros sortent des livres !""";Séance de lecture, animée avec tablette;"lecture;tablette;lecture animée;livre numérique";Médiathèque de Guégon;56120;Guégon;Bretagne;Morbihan;Lecture / Conte;5;99;Entrée libre
La Nuit défile;La nuit défile : escape game;"escape game;jeu;famille";Bibliothèque de Vernantes;49390;Vernantes;Pays de la Loire;Maine-et-Loire;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);8;99;Sur inscription
Le Goût des Autres - LE GRAND THÉ DANSANT 1978;Conception et mise en piste : Clémence WEILL;;Magic PERRET;;Le Havre;Normandie;Seine-Maritime;Autre (précisez dans le champ ci-dessous);;;Entrée libre
Le Goût des Autres - Sylvain Prudhomme;Par les routes;;Librairie La Galerne;76600;Le Havre;Normandie;Seine-Maritime;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Soirée contes à Charlemagne Hyères Iles d'Or;Soirée contes et parfums littéraires enivrants;"contes;littérature;parfums";Librairie Charlemagne;83400;Hyères;Provence-Alpes-Côte d'Azur;Var;Lecture / Conte;;;Sur inscription
Les grands lisent aux petits;Les enfants lisent des albums de leur choix aux plus petits;;Bibliothèque de Cernay-la-Ville;78720;Cernay-la-ville;Île-de-France;Yvelines;Lecture / Conte;;;Entrée libre
Débat et séance de dédicaces avec l’auteur corrézien Franck Bouysse;Débat et séance de dédicaces avec l’auteur corrézien Franck Bouysse;conférence;Bibliothèque départementale de la Corrèze;19000;Tulle;Nouvelle-Aquitaine;Corrèze;Rencontre d'auteur(s) et dédicace;;;Entrée libre
À la découverte des services proposés par la Bibliothèque départementale de la Corrèze  : bibliobus, jeux vidéos, lecteur Victor...;Services de la Bibliothèque;;Bibliothèque départementale de la Corrèze;19000;Tulle;Nouvelle-Aquitaine;Corrèze;Visite guidée / visite insolite;;;Entrée libre
Ramène patascience, Boris !;Poésie des mathématiques, lyrisme de la technologie du quotidien, les bibliothécaires de l’UPEC proposent de suivre l’esprit de Boris Vian dans ses méandres scientifiques et poétiques par la lecture.;"Boris;Vian;UPEC;science;écume;vercoquin;plancton;absurde;surréalisme;Créteil;BU;Bibliothèque;Campus Centre;Saint-Germain-des-Prés;Saint-Germain;Lecture;1950;Trompette;caves;existentialisme;chansons;déserteur;université";Bibliothèque du Campus Centre - Université Paris-Est Créteil;94000;Créteil;Île-de-France;Val-De-Marne;Lecture / Conte;18;99;Entrée libre
L'appel de la lune, lecture dessinée;Lecture dessinée de L'Appel de la lune, un album d'Elis Wilk.;lecture-dessinée;Médiathèque de Rabastens;81800;Rabastens;Occitanie;Tarn;Spectacle (danse, concert, performance, théâtre…);4;99;Entrée libre
Atelier musique;"""Attention au rythme""";;Médiathèque Simone de Beauvoir;31520;Ramonville-Saint-Agne;Occitanie;Haute-Garonne;Atelier;9;12;Entrée libre
Spectacle « Un jour, la nuit »;Théâtre d’ombres et images projetées;"Théâtre d'ombre;Nuit";Médiathèque municipale de Chantilly;60500;Chantilly;Hauts-de-France;Oise;Spectacle (danse, concert, performance, théâtre…);4;10;Sur inscription
Rue des dames;Spectacle déambulatoire de ces Drôles Dames qui vous propose de participer le temps d’une histoire à une expérience intime et poétique sous leurs parapluies…;"spectacle;parapluie;rue des dames;démabulations";Médiathèque François-Rabelais;92230;Gennevilliers;Île-de-France;Hauts-de-Seine;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Marathon littéraire;Marathon littéraire. Attention performance ! Vos bibliothécaires préférés se relaient pour lire en continu et en intégralité un ouvrage.;"marathon littéraire;lecture";Médiathèque François-Rabelais;92230;Gennevilliers;Île-de-France;Hauts-de-Seine;Lecture / Conte;;;Entrée libre
Atelier de sensibilisation à la Langue des signes française;Atelier animé par la Compagnie les Singuliers Associés qui joue le spectacle Histoires de Signes;"langue des signes;atelier;conte";Médiathèque François-Rabelais;92230;Gennevilliers;Île-de-France;Hauts-de-Seine;Atelier;;;Entrée libre
Le mystère d'Yvan le Terrible;Le mystère d'Yvan le Terrible est un jeu de piste familiale, retrouvez les indices et ouvrez le coffre !;;Médiathèque de Ploufragan;22440;Ploufragan;Bretagne;Côtes d'Armor;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Escape Game;Venez déjouer le complot des Obscurantes dans les rayonnages de la médiathèque !;"escape game;mediatheque";Médiathèque du Pôle Culturel de l'Opsis;42230;Roche-la-Molière;Auvergne-Rhône-Alpes;Loire;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);15;99;Sur inscription
"Nuit de la lecture ; chasse au trésor";Pour célébrer la lecture, ensemble, nous proposerons différents espaces et animations pour toute la famille.;Chasse au trésor;Association la Boite à livres;37340;Ambillou;Centre-Val de Loire;;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Entrée libre
Rencontre avec Nicolas Idier et Makenzy Orcel;Rencontre avec les deux auteurs et dédicace de leur ouvrage;"Calcutta;Roman;Nicolas Idier;Makenzy Orcel;L'Autre Librairie;Dédicace;Auteurs;Livres";L'Autre Librairie;16000;Angoulême;Nouvelle-Aquitaine;Charente;Rencontre d'auteur(s) et dédicace;;;Entrée libre
"Kestuli ""mes héros!""";Pour faire un point d'étape sur le prix des jeunes lecteurs Kestuli 2019-2020, les classes participantes ont préparé un clip à leur façon pour présenter la sélection.;Prix des lecteurs;Médiathèque de Trégueux;22950;Trégueux;Bretagne;Côtes-d'Armor;Autre (précisez dans le champ ci-dessous);;;Entrée libre
La Nuit : le tapis-lecture;Pour les petits et leurs parents, un tapis-lecture à animer à l'aide des livres sélectionnés par les bibliothécaires.;Tapis-lecture;Médiathèque de Trégueux;22950;Trégueux;Bretagne;Côtes-d'Armor;Lecture / Conte;3;6;Entrée libre
La boîte à frousse en 4'30;Rentrez dans la boîte à frousse et ouvrez grand les oreilles...;;Médiathèque de Trégueux;22950;Trégueux;Bretagne;Côtes-d'Armor;Spectacle (danse, concert, performance, théâtre…);10;99;Entrée libre
Lectures augmentées;À disposition des jeunes enfants et de leurs parents, des tablettes permettent de faire vivre les histoires animées des éditions Albin Michel.;;Médiathèque de Trégueux;22950;Trégueux;Bretagne;Côtes-d'Armor;Lecture / Conte;3;6;Entrée libre
Final effrayant;Pour clôturer la soirée, tous les participants, petits et grands, se retrouvent autour d'une histoire bien connue racontée de façon peu banale. Chut ! On n'en dit pas plus...;;Médiathèque de Trégueux;22950;Trégueux;Bretagne;Côtes-d'Armor;Lecture / Conte;;;Entrée libre
Lectures en poche;Des histoires à la lumière des lampes de poche pour une veillée en famille dans une ambiance de feu de camp !;;Médiathèque Le PréO;67205;Oberhausbergen;Grand Est;Bas-Rhin;Lecture / Conte;;;Entrée libre
Soirée pyjama;Soirée pyjama : les livres Pop'Up en signes et en comptines signées ...;Castets Soirée pyjama Compagnie Perlimpinpin;Ludo-médiathèque de Castets;40260;Castets;Nouvelle-Aquitaine;Landes;Lecture / Conte;;;Entrée libre
En voyage à la MAM | Géraldine Garçon;Apprends à observer et à représenter les choses qui t’entourent. Immortalise cet instant en venant créer un carnet de voyage à plusieurs mains.;;Médiathèque André Malraux;34500;Béziers;Occitanie;Hérault;Atelier;7;12;Sur inscription
Goûter-philo | D'où je viens, où je vais... toute une histoire | Marie Pantalacci et Chantal Ferrier;Il s’agira d’évoquer comment nous vivons cet itinéraire, et aussi les racines qui sont les nôtres : sont-elles pour nous plutôt un poids, ou nous donnent-elles des ailes ?;"goûter-philo;ailleurs;identité";Médiathèque André Malraux;34500;Béziers;Occitanie;Hérault;Atelier;8;12;Sur inscription
Cinéma-fiction;Cheryl va affronter ses plus grandes peurs, approcher ses limites, frôler la folie et découvrir sa force.;"spectacle littéraire;musique;lecture;littérature française";Médiathèque André Malraux;34500;Béziers;Occitanie;Hérault;Projection;16;99;Entrée libre
Pepesuc superstar ! Le « Théâtre de Béziers » (1628-1657), un trésor de l’histoire du théâtre;venez en apprendre davantage sur le premier volume du « Théâtre de Béziers » imprimé par Jean Martel et qui retrace l’histoire culturelle biterroise mais aussi l’histoire générale du théâtre.;"théâtre de béziers;histoire;cirdoc;théâtre;conférence;théâtre vivant;béziers";Médiathèque André Malraux;34500;Béziers;Occitanie;Hérault;Autre (précisez dans le champ ci-dessous);16;99;Entrée libre
Concert jazz et lecture autour de Boris Vian;Concert de jazz et lecture autour de Boris Vian;"concert;jazz;lecture;Boris Vian";Médiathèque Municipale de Pauillac;33250;Pauillac;Nouvelle-Aquitaine;Gironde;Spectacle (danse, concert, performance, théâtre…);10;99;Entrée libre
Soirée Je(ux);Soirée jeux surdimensionnés;jeux;Médiathèque intercommunale La Réole;33190;La Réole;Nouvelle-Aquitaine;Gironde;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);5;99;Entrée libre
La calebasse des enfants;Contes par Innocent Yapi;contes calebasse;Bibliothèque de Fraimbois;54300;Fraimbois;Grand Est;Meurthe-et-Moselle;Lecture / Conte;6;10;Sur inscription
"Contes en ""N'ombres""";Venez découvrir des contes du monde mis en scène en théâtre d'ombres!;"contes;théâtre d'ombres";Salle polyvalente de Sommery;76440;Sommery;Normandie;Seine-Maritime;Lecture / Conte;;;Entrée libre
"Escape game ""Panique dans la bibliothèque""";Saurez-vous trouver la solution avant la fin du chrono ?;"escape game;sciences;enquête";Médiathèque;85270;Saint-Hilaire-de-Riez;Pays de la Loire;Vendée;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);12;99;Sur inscription
Rencontre avec Nicole Cordier;Rencontre avec Nicole Cordier, auteure delloise;;Médiathèque de Delle;90100;Delle;Bourgogne-Franche-Comté;Territoire de Belfort;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Escape game;Escape game dans la médiathèque;;Médiathèque de Delle;90100;Delle;Bourgogne-Franche-Comté;Territoire de Belfort;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);;;Sur inscription
Rencontre et dédicaces avec Louison Nielman;"Un temps d'échange et de dédicaces avec Louison Nielman, autrice de la collection ""Petit Zen"" chez Fleurus.";"rencontre auteur jeunesse;dédicace";Médiathèque La Page;27500;Pont-Audemer;Normandie;Eure;Rencontre d'auteur(s) et dédicace;;;Entrée libre
Le chevalier perdu;Un escape-game à faire en famille dans la médiathèque;"escape-game;héros;enquête;famille";Médiathèque Charles-Gautier-Hermeland;44800;Saint-Herblain;Pays de la Loire;Loire-Atlantique;Soirée jeux (jeux de société, jeux vidéo, jeux d’évasion/escape game);10;99;Sur inscription
Bookface (« tête de livre »);Amusez-vous à vous mettre en scène avec des couvertures de livres devant le photographe invité pour l’occasion.;"bookface;sleeveface;photographe;livre;photographie;séance photo";Médiathèque Diderot;44400;Rezé;Pays de la Loire;Loire-Atlantique;Atelier;;;Entrée libre
Projections de courts-métrages;Projections de courts-métrages sur le thème de la danse et du mouvement.;;Médiathèque Grand M;31100;Toulouse;Occitanie;Haute-Garonne;Projection;;;Entrée libre
Performance dansée;Par la compagnie des Danseurs disparus;;Médiathèque Grand M;31100;Toulouse;Occitanie;Haute-Garonne;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Même pas peur !;Pour la nuit de la lecture, le samedi 18 janvier 2020, la bibliothèque Les Jacobins invite le public à une soirée ludique et festive placée sous le signe de LA PEUR !;"théâtre;déambulation;spectacle;humour";Bibliothèque les Jacobins;45400;Fleury-les-Aubrais;Centre-Val de Loire;Loiret;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Ateliers d'écriture;Ateliers d'écriture sur le thème du Voyage dans le temps;;Bibliothèque d'Étude et du Patrimoine;31000;Toulouse;Occitanie;Haute-Garonne;Atelier;;;Entrée libre
La princesse éblouissante;La compagnie de l’Épinette vous propose de redécouvrir le destin fabuleux et plus conforme aux coutumes de ces époques anciennes, de cette princesse aussi étonnante que méconnue.;;Bibliothèque d'Étude et du Patrimoine;31000;Toulouse;Occitanie;Haute-Garonne;Lecture / Conte;7;12;Entrée libre
Concert du Toulouse Hot Club;Ça va bouger !;;Bibliothèque d'Étude et du Patrimoine;31000;Toulouse;Occitanie;Haute-Garonne;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Ouverture exceptionnelle;Ouverture execptionnelle jusqu'à 22h30;horaires nuit de la lecture Médiathèque de Venansault;Médiathèque de Venansault;85190;Venansault;Pays de la Loire;Vendée;Autre (précisez dans le champ ci-dessous);;;Entrée libre
Heure du conte spéciale Nuit - De 3 à 6 ans;À l’occasion de la Nuit de la lecture, des histoires sur le thème de la nuit pour les enfants et les adolescents ! Saurez-vous affronter vos peurs ?;"lecture;conte";Espace culturel La Gare;62680;Méricourt;Hauts-de-France;Pas-de-Calais;Lecture / Conte;3;6;Entrée libre
Bar à soupe partagé;Partageons ensemble une soupe;"soupe;repas;buffet";Médiathèque départementale Drôme des Collines;26240;Saint-Vallier;Auvergne-Rhône-Alpes;Drôme;Dégustation, buffet, collation…;;;Entrée libre
Lecture spéciale Nuit - De 12 à 20 ans;À l’occasion de la Nuit de la lecture, des histoires sur le thème de la nuit pour les enfants et les adolescents ! Saurez-vous affronter vos peurs ?;lecture;Espace culturel La Gare;62680;Méricourt;Hauts-de-France;Pas-de-Calais;Lecture / Conte;12;20;Entrée libre
Soirée spectacle;Le VéToLiBRaiRe sait soigner ces animaux fantastiques que sont les livres...;Spectacle - Bibliothèques - Livres;Bibliothèque municipale de Villeneuve-sur-Lot;47300;Villeneuve-sur-Lot;Nouvelle-Aquitaine;Lot-et-Garonne;Spectacle (danse, concert, performance, théâtre…);;;Entrée libre
Soupe et Lire - Lecture d’albums;Lecture d’albums pour enfant 3-6 ans et 6-10 ans  et dégustation de soupes et fruits;"Lecture albums enfant;degustation soupe;tombola gratuite";Bibliothèque municipale Saint Léger des bois;49170;Saint-Léger-de-Linières;Pays de la Loire;Maine-et-Loire;Lecture / Conte;3;10;Entrée libre
